State,shopping centre,url,Coordinate,latitude,longitude
Western Australia,Dog Swamp Shopping Centre,https://en.wikipedia.org/wiki/Dog_Swamp_Shopping_Centre,"31°54′00″S,115°51′04″E",-31.9,115.85111
Western Australia,Galleria Shopping Centre,https://en.wikipedia.org/wiki/Galleria_Shopping_Centre_(Perth),"31°53′49.452″S,115°53′57.3″E",-31.89694,115.89917
Western Australia,Garden City,https://en.wikipedia.org/wiki/Garden_City_(Booragoon),"32°02′03″S,115°50′15″E",-32.03417,115.8375
Western Australia,Karrinyup Shopping Centre,https://en.wikipedia.org/wiki/Karrinyup_Shopping_Centre,"31°52′30″S,115°47′02″E",-31.875,115.78389
Western Australia,Lakeside Joondalup Shopping City,https://en.wikipedia.org/wiki/Lakeside_Joondalup_Shopping_City,"31°44′37″S,115°45′58″E",-31.74361,115.76611
Western Australia,Livingston Marketplace,https://en.wikipedia.org/wiki/Livingston_Marketplace,"32°04′48″S,115°54′54″E",-32.08,115.915
Western Australia,Midland Gate,https://en.wikipedia.org/wiki/Midland_Gate,"31°53′24″S,116°00′43″E",-31.89,116.01194
Western Australia,Rockingham Shopping Centre,https://en.wikipedia.org/wiki/Rockingham_Shopping_Centre,"32°17′24″S,115°44′35″E",-32.29,115.74306
Western Australia,Westfield Carousel,https://en.wikipedia.org/wiki/Westfield_Carousel,"32°1′9″S,115°56′17″E",-32.01917,115.93806
Western Australia,Westfield Innaloo,https://en.wikipedia.org/wiki/Westfield_Innaloo,"31°54′4″S,115°47′55″E",-31.90111,115.79861
Western Australia,Westfield Whitford City,https://en.wikipedia.org/wiki/Westfield_Whitford_City,"31°47′50″S,115°45′00″E",-31.79722,115.75
